# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
143 -0.234145020 -0.526969507 0.752013118 -0.319304742 1.417447370 8.866096653 23.635939981 143 Original_mid-66.jpg

144 0.281929972 0.358536602 0.691348265 -0.560361109 -0.600699776 9.949556513 23.252363717 144 Original_mid-67.jpg

145 0.339781048 0.786599565 -0.477276744 0.194979159 1.273526746 9.394964317 22.717874482 145 Original_mid-68.jpg

146 0.234788225 0.300995523 0.718339680 -0.581604925 0.188124844 9.912999020 23.462040593 146 Original_mid-7.jpg

147 0.346674688 0.861287907 0.341000994 -0.147370699 -0.090526264 9.582859196 22.138303050 147 Original_mid-8.jpg

148 0.338254157 0.839825971 0.390130950 -0.167553888 -0.108132966 9.266042996 22.551824782 148 Original_mid-9.jpg

149 0.544247167 0.471465836 -0.457713280 0.521549173 -0.045921607 6.512818476 13.630191434 149 The_Tree-1.jpg

150 0.487086756 0.421598617 -0.504745040 0.574659502 -0.537330664 6.509973394 13.347898903 150 The_Tree-10.jpg

